iter	MultiClass
464	0.736257088
465	0.7358800814
466	0.7354143322
467	0.7349854913
468	0.734455785
469	0.7340597895
470	0.733677986
471	0.7334932022
472	0.7329064676
473	0.7324774551
474	0.7322534466
475	0.731988347
476	0.731677502
477	0.7313620972
478	0.7310900526
479	0.7306349292
480	0.7302356095
481	0.7299523565
482	0.7295693915
483	0.729208569
484	0.7288151578
485	0.7284660047
486	0.7280643175
487	0.7276484802
488	0.727092762
489	0.7268044226
490	0.726463665
491	0.7261284613
492	0.7258394156
493	0.7254933041
494	0.7252385576
495	0.7249534593
496	0.7244188375
497	0.7241724121
498	0.7237441066
499	0.7233088748
500	0.7228817581
501	0.7225908031
502	0.7220066712
503	0.7214669652
504	0.7209625375
505	0.7205776956
506	0.7202158
507	0.7199769957
508	0.7196511641
509	0.7193335939
510	0.7186903547
511	0.7184014816
512	0.7179149424
513	0.7171972284
514	0.7169030682
515	0.7165772583
516	0.716203259
517	0.7158505593
518	0.7153021252
519	0.7150261476
520	0.7147675492
521	0.7144984136
522	0.7140751591
523	0.7133882762
524	0.7131360954
525	0.7128676024
526	0.7125358146
527	0.7121900462
528	0.7117523173
529	0.711357813
530	0.7110247867
531	0.7107432066
532	0.7103777213
533	0.7100470993
534	0.7096006984
535	0.7092668109
536	0.7089081871
537	0.7084412607
538	0.7080285993
539	0.7076052547
540	0.7073325898
541	0.7068067166
542	0.7063007443
543	0.7060057466
544	0.7057634211
545	0.7054998721
546	0.7049933489
547	0.7045567747
548	0.7042372539
549	0.7040245857
550	0.7037566958
551	0.703285662
552	0.7029818475
553	0.7027108638
554	0.7024023405
555	0.702029996
556	0.7016870161
557	0.70118907
558	0.7007574412
559	0.7004294285
560	0.700138187
561	0.6994835197
562	0.6992435077
563	0.6987060965
564	0.698394721
565	0.6977924751
566	0.6973673706
567	0.6969449797
568	0.6965537193
569	0.6962364365
570	0.6960242876
571	0.6956888022
572	0.6952776948
573	0.6948725204
574	0.6945682241
575	0.6941779193
576	0.6939179378
577	0.6933807138
578	0.6929322378
579	0.6925236688
580	0.6920175467
581	0.6915400718
582	0.6911626251
583	0.6909409598
584	0.6905335637
585	0.6900992887
586	0.6896972897
587	0.6895169977
588	0.6892846043
589	0.6888412535
590	0.688660235
591	0.6881356041
592	0.6877778991
593	0.6874134275
594	0.6869927861
595	0.6866871966
596	0.6862518873
597	0.685830161
598	0.6855251929
599	0.6851453791
600	0.6848267002
601	0.6846218176
602	0.6842231615
603	0.6840161479
604	0.6836033442
605	0.682997066
606	0.6827190957
607	0.6823525649
608	0.6821130913
609	0.68138168
610	0.6809335516
611	0.6804104723
612	0.6801072544
613	0.6798196779
614	0.6792842481
615	0.6787072194
616	0.678205835
617	0.6779632226
618	0.6775806901
619	0.6773701862
620	0.6769612081
621	0.676679628
622	0.6765137364
623	0.6761447297
624	0.6758368766
625	0.6755611967
626	0.675158192
627	0.6747641209
628	0.6745225039
629	0.6739996188
630	0.6737583902
631	0.6734116504
632	0.6731404172
633	0.6727757282
634	0.6725016275
635	0.6721037305
636	0.6717323759
637	0.6713312976
638	0.6711263301
639	0.6706696419
640	0.6703614798
641	0.669991568
642	0.6696454359
643	0.6692494934
644	0.6689680488
645	0.6688409991
646	0.6685578225
647	0.6681646155
648	0.6677869513
649	0.6675682612
650	0.6673100828
651	0.6670395443
652	0.6666642488
653	0.6661908943
654	0.6659225913
655	0.6655986051
656	0.665332608
657	0.6651367583
658	0.664793792
659	0.6646687675
660	0.6645037519
661	0.6642941612
662	0.6640776543
663	0.6638764018
664	0.6636951264
665	0.6633102139
666	0.6629368127
667	0.6625093733
668	0.6621643892
669	0.6618515585
670	0.6614026733
671	0.6610885517
672	0.6607735938
673	0.6604760193
674	0.6603410741
675	0.6599729648
676	0.6595506826
677	0.659304373
678	0.6590638433
679	0.6586084039
680	0.6581055869
681	0.6575253955
682	0.6570664663
683	0.6568276203
684	0.6564870574
685	0.6562681641
686	0.6560563829
687	0.6556642848
688	0.6553271038
689	0.655004391
690	0.6545804596
691	0.6541728112
692	0.6537268658
693	0.6534170411
694	0.6531124606
695	0.6527051651
696	0.6521483946
697	0.6519215692
698	0.6514136172
699	0.6511312092
700	0.6505862734
701	0.6500425293
702	0.6496983626
703	0.6493938217
704	0.6490685444
705	0.648629339
706	0.6483212393
707	0.6479015437
708	0.6476207373
709	0.6471611207
710	0.6468387889
711	0.6464061402
712	0.6460123453
713	0.6456156213
714	0.6452629238
715	0.6448686887
716	0.6445235896
717	0.6440079023
718	0.6436477252
719	0.6433436546
720	0.6429436929
721	0.6425723748
722	0.6423349117
723	0.6420731639
724	0.6417115629
725	0.6414219182
726	0.6411242084
727	0.6408477093
728	0.6405650987
729	0.64018753
730	0.6399104982
731	0.6395102858
732	0.639209373
733	0.6388120374
734	0.6385254553
735	0.638228704
736	0.6379263453
737	0.6377050469
738	0.6373193392
739	0.6369988666
740	0.636664325
741	0.636258154
742	0.6360619574
743	0.635798659
744	0.6354954867
745	0.6351580289
746	0.635014691
747	0.6347832758
748	0.6343444971
749	0.6338957767
750	0.6337686499
751	0.6334537932
752	0.6332999348
753	0.633059682
754	0.6327384304
755	0.632366708
756	0.6320617479
757	0.631715546
758	0.6315362024
759	0.6313355151
760	0.6310076745
761	0.6306139699
762	0.6303466472
763	0.6300248202
764	0.6297493785
765	0.6293725606
766	0.6290437778
767	0.6288111498
768	0.6286031597
769	0.628068098
770	0.6275648532
771	0.6273050449
772	0.6270255246
773	0.6267137947
774	0.6264161624
775	0.6261277229
776	0.6258526421
777	0.6256151169
778	0.6250743074
779	0.6248298536
780	0.6245082957
781	0.6241363627
782	0.6238242528
783	0.6236909178
784	0.6233005076
785	0.622975674
786	0.6226210957
787	0.6224359367
788	0.6221841406
789	0.6219332632
790	0.6216053383
791	0.6211418794
792	0.6207928588
793	0.6204656643
794	0.6201966491
795	0.6200146573
796	0.6196261689
797	0.6192798
798	0.619021043
799	0.6186984999
800	0.6184624805
801	0.6182961993
802	0.6180678981
803	0.6176867466
804	0.6174684218
805	0.6172745379
806	0.6171220769
807	0.6168572669
808	0.6166358261
809	0.6161741641
810	0.6159223012
811	0.6156928392
812	0.6152030383
813	0.6150426031
814	0.6147620988
815	0.6145036963
816	0.6141481238
817	0.6139470902
818	0.6137037734
819	0.6134742727
820	0.6132167331
821	0.6129287541
822	0.6126799127
823	0.6124335594
824	0.6121970069
825	0.611748225
826	0.6114757239
827	0.6111592135
828	0.6109156055
829	0.6106062906
830	0.6103060818
831	0.609955513
832	0.6097399317
833	0.6094721564
834	0.609228607
835	0.6090252814
836	0.6086369141
837	0.6084590801
838	0.6082086996
839	0.6079085694
840	0.6076032148
841	0.6071783224
842	0.6068064932
843	0.6065193354
844	0.6062625376
845	0.6058826172
846	0.6056114195
847	0.6051302126
848	0.6049228088
849	0.6045668315
850	0.6041794503
851	0.6038602271
852	0.6035565333
853	0.6033587956
854	0.6031574526
855	0.6025597716
856	0.6023566435
857	0.6020636187
858	0.6017973336
859	0.6016627537
860	0.6013741981
861	0.6009987092
862	0.6006024001
863	0.6002690108
864	0.599820061
865	0.5994939564
866	0.5992597628
867	0.598960456
868	0.5986975853
869	0.5982186154
870	0.597986849
871	0.5976846288
872	0.597382649
873	0.5970807738
874	0.596802104
875	0.5967062513
876	0.5963770471
877	0.5961086134
878	0.5959547408
879	0.5956683268
880	0.5954725135
881	0.5953022112
882	0.5951031445
883	0.5949569831
884	0.5947669845
885	0.5945350243
886	0.5940375735
887	0.5936333581
888	0.5934652009
889	0.5933150283
890	0.5929580378
891	0.592601811
892	0.5923517326
893	0.5919869761
894	0.5917873539
895	0.5914281174
896	0.5910785681
897	0.5908744941
898	0.5907010712
899	0.5904056276
900	0.5901116564
901	0.589919656
902	0.5897505614
903	0.5895186219
904	0.5892134529
905	0.5889719731
906	0.5888129492
907	0.5885842274
908	0.5883917661
909	0.5880798272
910	0.5878003813
911	0.5875376127
912	0.5872100709
913	0.5869278478
914	0.5865586061
915	0.5862499421
916	0.585996114
917	0.5857408445
918	0.5855692342
919	0.5852924748
920	0.5849947185
921	0.5845664598
922	0.5843670025
923	0.5840191753
924	0.5837422958
925	0.5834723664
926	0.5832574844
927	0.5828860034
928	0.5826625728
929	0.582365301
930	0.582025935
931	0.5818271243
932	0.581619579
933	0.5814198858
934	0.5811932483
935	0.5808927706
936	0.5805044176
937	0.5801748366
938	0.5798433523
939	0.5794672825
940	0.5791921868
941	0.5788909522
942	0.5786512861
943	0.5783043152
944	0.5779315362
945	0.5777277625
946	0.577514356
947	0.5771209416
948	0.5769422435
949	0.5767128335
950	0.5764651361
951	0.5762605616
952	0.5759395755
953	0.5756411467
954	0.5752287049
955	0.5749938461
956	0.5747124213
957	0.5744625493
958	0.5742678907
959	0.5740554637
960	0.5735781112
961	0.5732483775
962	0.5731093575
963	0.5729588134
964	0.5727168469
965	0.5724212252
966	0.572095467
967	0.5718500221
968	0.5715769573
969	0.571355162
970	0.571140567
971	0.570853127
972	0.5706070291
973	0.5703115395
974	0.5700370452
975	0.5698214581
976	0.5696335617
977	0.5694174624
978	0.5692220527
979	0.56899805
980	0.5687850693
981	0.5683370999
982	0.5680012899
983	0.5678310498
984	0.5675155023
985	0.5673272751
986	0.5671016289
987	0.5669012359
988	0.5665245826
989	0.566357117
990	0.5660773268
991	0.5657963092
992	0.5655761998
993	0.5653524215
994	0.5650959901
995	0.5649083417
996	0.5647095201
997	0.5644846477
998	0.5642276655
999	0.5641232894
